Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner,Unique_Group_ID
Gladiator,Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,WRITING (Screenplay Written Directly for the Screen),2000,2001,0.8,0.87,False,385
Gladiator,Pietro Scalia,FILM EDITING,2000,2001,0.8,0.87,False,385
Gladiator,"Scott Millan, Bob Beemer, Ken Weston",SOUND,2000,2001,0.8,0.87,True,385
Gladiator,"Scott Millan, Bob Beemer, Ken Weston",SOUND,2000,2001,0.8,0.87,True,385
Gladiator,Hans Zimmer,MUSIC (Original Score),2000,2001,0.8,0.87,False,385
Gladiator,Joaquin Phoenix,ACTOR IN A SUPPORTING ROLE,2000,2001,0.8,0.87,False,385
Gladiator,Joaquin Phoenix,ACTOR IN A SUPPORTING ROLE,2000,2001,0.8,0.87,False,385
Gladiator,Russell Crowe,ACTOR IN A LEADING ROLE,2000,2001,0.8,0.87,True,385
Gladiator,Russell Crowe,ACTOR IN A LEADING ROLE,2000,2001,0.8,0.87,True,385
Gladiator,"Douglas Wick, David Franzoni and Branko Lustig, Producers",BEST PICTURE,2000,2001,0.8,0.87,True,385
Gladiator,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",VISUAL EFFECTS,2000,2001,0.8,0.87,True,385
Gladiator,"Douglas Wick, David Franzoni and Branko Lustig, Producers",BEST PICTURE,2000,2001,0.8,0.87,True,385
Gladiator,Russell Crowe,ACTOR IN A LEADING ROLE,2000,2001,0.8,0.87,True,385
Gladiator,"Douglas Wick, David Franzoni and Branko Lustig, Producers",BEST PICTURE,2000,2001,0.8,0.87,True,385
Gladiator,Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,WRITING (Screenplay Written Directly for the Screen),2000,2001,0.8,0.87,False,385
Gladiator,Janty Yates,COSTUME DESIGN,2000,2001,0.8,0.87,True,385
Gladiator,Janty Yates,COSTUME DESIGN,2000,2001,0.8,0.87,True,385
Gladiator,Janty Yates,COSTUME DESIGN,2000,2001,0.8,0.87,True,385
Gladiator,John Mathieson,CINEMATOGRAPHY,2000,2001,0.8,0.87,False,385
Gladiator,John Mathieson,CINEMATOGRAPHY,2000,2001,0.8,0.87,False,385
Gladiator,Ridley Scott,DIRECTING,2000,2001,0.8,0.87,False,385
Gladiator,John Mathieson,CINEMATOGRAPHY,2000,2001,0.8,0.87,False,385
Gladiator,Art Direction:  Arthur Max;  Set Decoration:  Crispian Sallis,ART DIRECTION,2000,2001,0.8,0.87,False,385
Gladiator,Pietro Scalia,FILM EDITING,2000,2001,0.8,0.87,False,385
Gladiator,Art Direction:  Arthur Max;  Set Decoration:  Crispian Sallis,ART DIRECTION,2000,2001,0.8,0.87,False,385
Gladiator,Art Direction:  Arthur Max;  Set Decoration:  Crispian Sallis,ART DIRECTION,2000,2001,0.8,0.87,False,385
Gladiator,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",VISUAL EFFECTS,2000,2001,0.8,0.87,True,385
Gladiator,Ridley Scott,DIRECTING,2000,2001,0.8,0.87,False,385
Gladiator,Joaquin Phoenix,ACTOR IN A SUPPORTING ROLE,2000,2001,0.8,0.87,False,385
Gladiator,Ridley Scott,DIRECTING,2000,2001,0.8,0.87,False,385
Gladiator,Hans Zimmer,MUSIC (Original Score),2000,2001,0.8,0.87,False,385
Gladiator,Hans Zimmer,MUSIC (Original Score),2000,2001,0.8,0.87,False,385
Gladiator,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",VISUAL EFFECTS,2000,2001,0.8,0.87,True,385
Gladiator,Screenplay by David Franzoni and John Logan and William Nicholson;  Story by David Franzoni,WRITING (Screenplay Written Directly for the Screen),2000,2001,0.8,0.87,False,385
Gladiator,Pietro Scalia,FILM EDITING,2000,2001,0.8,0.87,False,385
Glass Onion: A Knives Out Mystery,Written by Rian Johnson,WRITING (Adapted Screenplay),2022,2023,0.91,0.92,False,386
Glengarry Glen Ross,Al Pacino,ACTOR IN A SUPPORTING ROLE,1992,1993,0.95,0.88,False,387
Gods and Monsters,Ian McKellen,ACTOR IN A LEADING ROLE,1998,1999,0.96,0.82,False,388
Gods and Monsters,Bill Condon,WRITING (Screenplay Based on Material Previously Produced or Published),1998,1999,0.96,0.82,True,388
Gods and Monsters,Lynn Redgrave,ACTRESS IN A SUPPORTING ROLE,1998,1999,0.96,0.82,False,388
Gone Baby Gone,Amy Ryan,ACTRESS IN A SUPPORTING ROLE,2007,2008,0.94,0.86,False,389
Gone Girl,Rosamund Pike,ACTRESS IN A LEADING ROLE,2014,2015,0.88,0.87,False,390
"Good Morning, Vietnam",Robin Williams,ACTOR IN A LEADING ROLE,1987,1988,0.9,0.82,False,391
"Good Morning, Vietnam",Robin Williams,ACTOR IN A LEADING ROLE,1987,1988,0.9,0.82,False,391
"Good Night, and Good Luck.","Grant Heslov, Producer",BEST PICTURE,2005,2006,0.93,0.83,False,392
"Good Night, and Good Luck.",Screenplay by George Clooney & Grant Heslov,WRITING (Original Screenplay),2005,2006,0.93,0.83,False,392
"Good Night, and Good Luck.",George Clooney,DIRECTING,2005,2006,0.93,0.83,False,392
"Good Night, and Good Luck.",Robert Elswit,CINEMATOGRAPHY,2005,2006,0.93,0.83,False,392
"Good Night, and Good Luck.",Art Direction:  Jim Bissell; Set Decoration:  Jan Pascale,ART DIRECTION,2005,2006,0.93,0.83,False,392
"Good Night, and Good Luck.",David Strathairn,ACTOR IN A LEADING ROLE,2005,2006,0.93,0.83,False,392
Good Will Hunting,Robin Williams,ACTOR IN A SUPPORTING ROLE,1997,1998,0.97,0.94,True,393
Good Will Hunting,Pietro Scalia,FILM EDITING,1997,1998,0.97,0.94,False,393
Good Will Hunting,Pietro Scalia,FILM EDITING,1997,1998,0.97,0.94,False,393
Good Will Hunting,Gus Van Sant,DIRECTING,1997,1998,0.97,0.94,False,393
Good Will Hunting,Gus Van Sant,DIRECTING,1997,1998,0.97,0.94,False,393
Good Will Hunting,"Ben Affleck, Matt Damon",WRITING (Screenplay Written Directly for the Screen),1997,1998,0.97,0.94,True,393
Good Will Hunting,Music and Lyric by Elliott Smith,MUSIC (Original Song),1997,1998,0.97,0.94,False,393
Good Will Hunting,Minnie Driver,ACTRESS IN A SUPPORTING ROLE,1997,1998,0.97,0.94,False,393
Good Will Hunting,Matt Damon,ACTOR IN A LEADING ROLE,1997,1998,0.97,0.94,False,393
Good Will Hunting,Matt Damon,ACTOR IN A LEADING ROLE,1997,1998,0.97,0.94,False,393
Good Will Hunting,Minnie Driver,ACTRESS IN A SUPPORTING ROLE,1997,1998,0.97,0.94,False,393
Good Will Hunting,Robin Williams,ACTOR IN A SUPPORTING ROLE,1997,1998,0.97,0.94,True,393
Good Will Hunting,"Lawrence Bender, Producer",BEST PICTURE,1997,1998,0.97,0.94,False,393
Good Will Hunting,"Ben Affleck, Matt Damon",WRITING (Screenplay Written Directly for the Screen),1997,1998,0.97,0.94,True,393
Good Will Hunting,Danny Elfman,MUSIC (Original Dramatic Score),1997,1998,0.97,0.94,False,393
Good Will Hunting,Danny Elfman,MUSIC (Original Dramatic Score),1997,1998,0.97,0.94,False,393
Good Will Hunting,Music and Lyric by Elliott Smith,MUSIC (Original Song),1997,1998,0.97,0.94,False,393
Good Will Hunting,"Lawrence Bender, Producer",BEST PICTURE,1997,1998,0.97,0.94,False,393
Gorillas in the Mist,"Screenplay by Anna Hamilton Phelan;  Story by Anna Hamilton Phelan, Tab Murphy",WRITING (Screenplay Based on Material from Another Medium),1988,1989,0.84,0.75,False,394
Gorillas in the Mist,Stuart Baird,FILM EDITING,1988,1989,0.84,0.75,False,394
Gorillas in the Mist,"Andy Nelson, Brian Saunders, Peter Handford",SOUND,1988,1989,0.84,0.75,False,394
Gorillas in the Mist,Sigourney Weaver,ACTRESS IN A LEADING ROLE,1988,1989,0.84,0.75,False,394
Gorillas in the Mist,Maurice Jarre,MUSIC (Original Score),1988,1989,0.84,0.75,False,394
Gosford Park,Maggie Smith,ACTRESS IN A SUPPORTING ROLE,2001,2002,0.87,0.78,False,395
Gosford Park,Jenny Beavan,COSTUME DESIGN,2001,2002,0.87,0.78,False,395
Gosford Park,Art Direction:  Stephen Altman; Set Decoration:  Anna Pinnock,ART DIRECTION,2001,2002,0.87,0.78,False,395
Gosford Park,Helen Mirren,ACTRESS IN A SUPPORTING ROLE,2001,2002,0.87,0.78,False,395
Gosford Park,Written by Julian Fellowes,WRITING (Screenplay Written Directly for the Screen),2001,2002,0.87,0.78,True,395
Gosford Park,"Robert Altman, Bob Balaban and David Levy, Producers",BEST PICTURE,2001,2002,0.87,0.78,False,395
Gosford Park,Robert Altman,DIRECTING,2001,2002,0.87,0.78,False,395
Grease,Music and Lyrics by John Farrar,MUSIC (Original Song),1978,1979,0.66,0.87,False,396
Grease,Music and Lyrics by John Farrar,MUSIC (Original Song),1978,1979,0.66,0.87,False,396
Grease,Music and Lyrics by John Farrar,MUSIC (Original Song),1978,1979,0.66,0.87,False,396
Green Book,Patrick J. Don Vito,FILM EDITING,2018,2019,0.77,0.91,False,397
Green Book,Viggo Mortensen,ACTOR IN A LEADING ROLE,2018,2019,0.77,0.91,False,397
Green Book,Mahershala Ali,ACTOR IN A SUPPORTING ROLE,2018,2019,0.77,0.91,True,397
Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",BEST PICTURE,2018,2019,0.77,0.91,True,397
Green Book,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",WRITING (Original Screenplay),2018,2019,0.77,0.91,True,397
Green Card,Peter Weir,WRITING (Screenplay Written Directly for the Screen),1990,1991,0.59,0.5,False,398
Greyhound,"Warren Shaw, Michael Minkler, Beau Borders and David Wyman",SOUND,2020,2021,0.78,0.76,False,399
"Greystoke: The Legend of Tarzan, Lord of the Apes","Rick Baker, Paul Engelen",MAKEUP,1984,1985,0.73,0.6,False,400
"Greystoke: The Legend of Tarzan, Lord of the Apes",Ralph Richardson,ACTOR IN A SUPPORTING ROLE,1984,1985,0.73,0.6,False,400
"Greystoke: The Legend of Tarzan, Lord of the Apes","P.H. Vazak, Michael Austin",WRITING (Screenplay Based on Material from Another Medium),1984,1985,0.73,0.6,False,400
Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,MAKEUP AND HAIRSTYLING,2014,2015,0.92,0.92,False,401
Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,MAKEUP AND HAIRSTYLING,2014,2015,0.92,0.92,False,401
Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",VISUAL EFFECTS,2014,2015,0.92,0.92,False,401
Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",VISUAL EFFECTS,2014,2015,0.92,0.92,False,401
Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",VISUAL EFFECTS,2017,2018,0.85,0.87,False,402
Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",VISUAL EFFECTS,2017,2018,0.85,0.87,False,402
Guardians of the Galaxy Vol. 3,"Stephane Ceretti, Alexis Wajsbrot, Guy Williams and Theo Bialek",VISUAL EFFECTS,2023,2024,0.82,0.94,False,403
Guardians of the Galaxy Vol. 3,"Stephane Ceretti, Alexis Wajsbrot, Guy Williams and Theo Bialek",VISUAL EFFECTS,2023,2024,0.82,0.94,False,403
Guillermo del Toro's Pinocchio,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley",ANIMATED FEATURE FILM,2022,2023,0.96,0.9,True,404
Hacksaw Ridge,Robert Mackenzie and Andy Wright,SOUND EDITING,2016,2017,0.84,0.91,False,405
Hacksaw Ridge,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",SOUND MIXING,2016,2017,0.84,0.91,True,405
Hacksaw Ridge,"Bill Mechanic and David Permut, Producers",BEST PICTURE,2016,2017,0.84,0.91,False,405
Hacksaw Ridge,Andrew Garfield,ACTOR IN A LEADING ROLE,2016,2017,0.84,0.91,False,405
Hacksaw Ridge,Mel Gibson,DIRECTING,2016,2017,0.84,0.91,False,405
Hacksaw Ridge,John Gilbert,FILM EDITING,2016,2017,0.84,0.91,True,405
Half Nelson,Ryan Gosling,ACTOR IN A LEADING ROLE,2006,2007,0.91,0.82,False,406
Hamlet,Tim Harvey,ART DIRECTION,1996,1997,1.0,0.91,False,407
Hamlet,Laurence Olivier,DIRECTING,1948,1949,1.0,0.91,False,407
Hamlet,Alex Byrne,COSTUME DESIGN,1996,1997,1.0,0.91,False,407
Hamlet,William Walton,MUSIC (Music Score of a Dramatic or Comedy Picture),1948,1949,1.0,0.91,False,407
Hamlet,Patrick Doyle,MUSIC (Original Dramatic Score),1996,1997,1.0,0.91,False,407
Hamlet,Patrick Doyle,MUSIC (Original Dramatic Score),1996,1997,1.0,0.91,False,407
Hamlet,J. Arthur Rank-Two Cities Films,BEST MOTION PICTURE,1948,1949,1.0,0.91,True,407
Hamlet,Laurence Olivier,ACTOR,1948,1949,1.0,0.91,True,407
Hamlet,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1990,1991,1.0,0.91,False,407
Hamlet,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1990,1991,1.0,0.91,False,407
Hamlet,Patrick Doyle,MUSIC (Original Dramatic Score),1996,1997,1.0,0.91,False,407
Hamlet,William Walton,MUSIC (Music Score of a Dramatic or Comedy Picture),1948,1949,1.0,0.91,False,407
Hamlet,Art Direction:  Dante Ferretti;  Set Decoration:  Francesca Lo Schiavo,ART DIRECTION,1990,1991,1.0,0.91,False,407
Hamlet,Laurence Olivier,DIRECTING,1948,1949,1.0,0.91,False,407
Hamlet,Laurence Olivier,DIRECTING,1948,1949,1.0,0.91,False,407
Hamlet,Kenneth Branagh,WRITING (Screenplay Based on Material Previously Produced or Published),1996,1997,1.0,0.91,False,407
Hamlet,Maurizio Millenotti,COSTUME DESIGN,1990,1991,1.0,0.91,False,407
Hamlet,Jean Simmons,ACTRESS IN A SUPPORTING ROLE,1948,1949,1.0,0.91,False,407
Hamlet,Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,ART DIRECTION (Black-and-White),1948,1949,1.0,0.91,True,407
Hamlet,Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,ART DIRECTION (Black-and-White),1948,1949,1.0,0.91,True,407
Hamlet,Jean Simmons,ACTRESS IN A SUPPORTING ROLE,1948,1949,1.0,0.91,False,407
Hamlet,J. Arthur Rank-Two Cities Films,BEST MOTION PICTURE,1948,1949,1.0,0.91,True,407
Hamlet,Art Direction:  Roger K. Furse;  Set Decoration:  Carmen Dillon,ART DIRECTION (Black-and-White),1948,1949,1.0,0.91,True,407
Hamlet,Roger K. Furse,COSTUME DESIGN (Black-and-White),1948,1949,1.0,0.91,True,407
Hamlet,J. Arthur Rank-Two Cities Films,BEST MOTION PICTURE,1948,1949,1.0,0.91,True,407
Hamlet,Roger K. Furse,COSTUME DESIGN (Black-and-White),1948,1949,1.0,0.91,True,407
Hamlet,Tim Harvey,ART DIRECTION,1996,1997,1.0,0.91,False,407
Hamlet,Roger K. Furse,COSTUME DESIGN (Black-and-White),1948,1949,1.0,0.91,True,407
Hamlet,Jean Simmons,ACTRESS IN A SUPPORTING ROLE,1948,1949,1.0,0.91,False,407
Hamlet,Alex Byrne,COSTUME DESIGN,1996,1997,1.0,0.91,False,407
Hamlet,Kenneth Branagh,WRITING (Screenplay Based on Material Previously Produced or Published),1996,1997,1.0,0.91,False,407
Hamlet,Alex Byrne,COSTUME DESIGN,1996,1997,1.0,0.91,False,407
Hamlet,William Walton,MUSIC (Music Score of a Dramatic or Comedy Picture),1948,1949,1.0,0.91,False,407
Hamlet,Tim Harvey,ART DIRECTION,1996,1997,1.0,0.91,False,407
Hamlet,Laurence Olivier,ACTOR,1948,1949,1.0,0.91,True,407
Hamlet,Maurizio Millenotti,COSTUME DESIGN,1990,1991,1.0,0.91,False,407
Hamlet,Laurence Olivier,ACTOR,1948,1949,1.0,0.91,True,407
Hamlet,Maurizio Millenotti,COSTUME DESIGN,1990,1991,1.0,0.91,False,407
Hamlet,Kenneth Branagh,WRITING (Screenplay Based on Material Previously Produced or Published),1996,1997,1.0,0.91,False,407
Hannah and Her Sisters,Woody Allen,DIRECTING,1986,1987,0.91,0.9,False,408
Hannah and Her Sisters,"Robert Greenhut, Producer",BEST PICTURE,1986,1987,0.91,0.9,False,408
Hannah and Her Sisters,Susan E. Morse,FILM EDITING,1986,1987,0.91,0.9,False,408
Hannah and Her Sisters,Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,1986,1987,0.91,0.9,True,408
Hannah and Her Sisters,Woody Allen,WRITING (Screenplay Written Directly for the Screen),1986,1987,0.91,0.9,True,408
Hannah and Her Sisters,Michael Caine,ACTOR IN A SUPPORTING ROLE,1986,1987,0.91,0.9,True,408
Hannah and Her Sisters,Art Direction:  Stuart Wurtzel;  Set Decoration:  Carol Joffe,ART DIRECTION,1986,1987,0.91,0.9,False,408
Happy Feet,George Miller,ANIMATED FEATURE FILM,2006,2007,0.76,0.7,True,409
Happy Feet,George Miller,ANIMATED FEATURE FILM,2006,2007,0.76,0.7,True,409
"Harlan County, U.S.A.","Barbara Kopple, Producer",DOCUMENTARY (Feature),1976,1977,1.0,0.92,True,410
Harlem Nights,Joe I. Tompkins,COSTUME DESIGN,1989,1990,0.26,0.8,False,411
Harriet,Music and Lyric by Joshuah Brian Campbell and Cynthia Erivo,MUSIC (Original Song),2019,2020,0.74,0.97,False,412
Harriet,Cynthia Erivo,ACTRESS IN A LEADING ROLE,2019,2020,0.74,0.97,False,412
Harry Potter and the Goblet of Fire,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,ART DIRECTION,2005,2006,0.88,0.74,False,413
Harry Potter and the Goblet of Fire,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,ART DIRECTION,2005,2006,0.88,0.74,False,413
Harry Potter and the Prisoner of Azkaban,"Roger Guyett, Tim Burke, John Richardson and Bill George",VISUAL EFFECTS,2004,2005,0.9,0.86,False,414
Harry Potter and the Prisoner of Azkaban,John Williams,MUSIC (Original Score),2004,2005,0.9,0.86,False,414
Harry Potter and the Prisoner of Azkaban,John Williams,MUSIC (Original Score),2004,2005,0.9,0.86,False,414
Harry Potter and the Prisoner of Azkaban,"Roger Guyett, Tim Burke, John Richardson and Bill George",VISUAL EFFECTS,2004,2005,0.9,0.86,False,414
Harry Potter and the Sorcerer's Stone,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,ART DIRECTION,2001,2002,0.81,0.82,False,415
Harry Potter and the Sorcerer's Stone,Judianna Makovsky,COSTUME DESIGN,2001,2002,0.81,0.82,False,415
Harry Potter and the Sorcerer's Stone,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,ART DIRECTION,2001,2002,0.81,0.82,False,415
Harry Potter and the Sorcerer's Stone,Judianna Makovsky,COSTUME DESIGN,2001,2002,0.81,0.82,False,415
Harry Potter and the Sorcerer's Stone,John Williams,MUSIC (Original Score),2001,2002,0.81,0.82,False,415
Harry Potter and the Sorcerer's Stone,John Williams,MUSIC (Original Score),2001,2002,0.81,0.82,False,415
Harry and Tonto,"Paul Mazursky, Josh Greenfeld",WRITING (Original Screenplay),1974,1975,0.88,0.81,False,416
Harry and Tonto,Art Carney,ACTOR,1974,1975,0.88,0.81,True,416
Harry and the Hendersons,Rick Baker,MAKEUP,1987,1988,0.45,0.54,True,417
Havana,David Grusin,MUSIC (Original Score),1990,1991,0.27,0.57,False,418
Heart Like a Wheel,William Ware Theiss,COSTUME DESIGN,1983,1984,1.0,0.82,False,419
Heartbreak Ridge,"Rene Risacher, Producer",DOCUMENTARY (Feature),1955,1956,0.68,0.74,False,420
Heartbreak Ridge,"Les Fresholtz, Dick Alexander, Vern Poore, William Nelson",SOUND,1986,1987,0.68,0.74,False,420
Hearts and Minds,"Peter Davis and Bert Schneider, Producers",DOCUMENTARY (Feature),1974,1975,0.91,0.9,True,421
Heaven Can Wait,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",ART DIRECTION,1978,1979,0.86,0.69,True,422
Heaven Can Wait,"Warren Beatty, Producer",BEST PICTURE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,"Warren Beatty, Producer",BEST PICTURE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,"Warren Beatty, Buck Henry",DIRECTING,1978,1979,0.86,0.69,False,422
Heaven Can Wait,"Art Direction:  Paul Sylbert, Edwin O'Donovan;  Set Decoration:  George Gaines",ART DIRECTION,1978,1979,0.86,0.69,True,422
Heaven Can Wait,"Elaine May, Warren Beatty",WRITING (Screenplay Based on Material from Another Medium),1978,1979,0.86,0.69,False,422
Heaven Can Wait,Edward Cronjager,CINEMATOGRAPHY (Color),1943,1944,0.86,0.69,False,422
Heaven Can Wait,"Elaine May, Warren Beatty",WRITING (Screenplay Based on Material from Another Medium),1978,1979,0.86,0.69,False,422
Heaven Can Wait,Warren Beatty,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,Dave Grusin,MUSIC (Original Score),1978,1979,0.86,0.69,False,422
Heaven Can Wait,Ernst Lubitsch,DIRECTING,1943,1944,0.86,0.69,False,422
Heaven Can Wait,Dave Grusin,MUSIC (Original Score),1978,1979,0.86,0.69,False,422
Heaven Can Wait,20th Century-Fox,OUTSTANDING MOTION PICTURE,1943,1944,0.86,0.69,False,422
Heaven Can Wait,Warren Beatty,ACTOR IN A LEADING ROLE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,20th Century-Fox,OUTSTANDING MOTION PICTURE,1943,1944,0.86,0.69,False,422
Heaven Can Wait,Ernst Lubitsch,DIRECTING,1943,1944,0.86,0.69,False,422
Heaven Can Wait,Jack Warden,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,William A. Fraker,CINEMATOGRAPHY,1978,1979,0.86,0.69,False,422
Heaven Can Wait,Jack Warden,ACTOR IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,Dyan Cannon,ACTRESS IN A SUPPORTING ROLE,1978,1979,0.86,0.69,False,422
Heaven Can Wait,William A. Fraker,CINEMATOGRAPHY,1978,1979,0.86,0.69,False,422
Heaven Can Wait,"Warren Beatty, Buck Henry",DIRECTING,1978,1979,0.86,0.69,False,422
Heaven Can Wait,Edward Cronjager,CINEMATOGRAPHY (Color),1943,1944,0.86,0.69,False,422
Heaven's Gate,Art Direction:  Tambi Larsen;  Set Decoration:  Jim Berkey,ART DIRECTION,1981,1982,0.57,0.54,False,423
Heavenly Creatures,"Frances Walsh, Peter Jackson",WRITING (Screenplay Written Directly for the Screen),1994,1995,0.95,0.83,False,424
Hell or High Water,Jeff Bridges,ACTOR IN A SUPPORTING ROLE,2016,2017,0.97,0.88,False,425
Hell or High Water,Written by Taylor Sheridan,WRITING (Original Screenplay),2016,2017,0.97,0.88,False,425
Hell or High Water,"Carla Hacken and Julie Yorn, Producers",BEST PICTURE,2016,2017,0.97,0.88,False,425
Hell or High Water,Jake Roberts,FILM EDITING,2016,2017,0.97,0.88,False,425
Henry & June,Philippe Rousselot,CINEMATOGRAPHY,1990,1991,0.6,0.68,False,426
Her,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",BEST PICTURE,2013,2014,0.95,0.82,False,427
Her,Written by Spike Jonze,WRITING (Original Screenplay),2013,2014,0.95,0.82,True,427
Her,Music by Karen O; Lyric by Karen O and Spike Jonze,MUSIC (Original Song),2013,2014,0.95,0.82,False,427
